SYMBOL,EXPIRY,OPTIONTYPE,STRIKEPRICE,TRADEDATE,OPENPR,HIGHPR,LOWPR,CLOSEPR,SETTLEPR,CONTRACTS,VLAKH,OI,CHGOI
BANKNIFTY,2018-01-25,XX,0,2018-01-01,25622,25570,25411.8,25447.05,25447.05,37169,379308.71,1311320,61760
BANKNIFTY,2018-02-22,XX,0,2018-01-01,25675.7,25634,25481.3,25512.45,25512.45,393,4017.69,31240,-960
BANKNIFTY,2018-03-28,XX,0,2018-01-01,25724.2,25724.2,25525.85,25559.45,25559.45,49,502.36,1080,600
FTSE100,2018-01-19,XX,0,2018-01-01,0,0,0,7652,7712,0,0,0,0
FTSE100,2018-02-16,XX,0,2018-01-01,0,0,0,7503,7751,0,0,0,0
FTSE100,2018-03-16,XX,0,2018-01-01,0,0,0,7912,7790,0,0,0,0
FTSE100,2018-06-15,XX,0,2018-01-01,0,0,0,7982,7916,0,0,0,0
FTSE100,2018-09-21,XX,0,2018-01-01,0,0,0,7867,8055,0,0,0,0
FTSE100,2018-12-21,XX,0,2018-01-01,0,0,0,7947,8185,0,0,0,0
NIFTY,2018-01-25,XX,0,2018-01-01,10556.5,10540,10483.35,10498.7,10498.7,102018,804758.5,22565175,-699975
NIFTY,2018-02-22,XX,0,2018-01-01,10576.65,10568.45,10507,10521.2,10521.2,3024,23927.8,657075,6900
NIFTY,2018-03-28,XX,0,2018-01-01,10603.15,10588.5,10535.15,10548.7,10548.7,380,3013.79,29850,1575
NIFTYCPSE,2018-01-25,XX,0,2018-01-01,0,0,0,2752.3,2693.8,0,0,0,0
NIFTYCPSE,2018-02-22,XX,0,2018-01-01,0,0,0,2661.05,2707.45,0,0,0,0
NIFTYCPSE,2018-03-28,XX,0,2018-01-01,0,0,0,2729.2,2723.8,0,0,0,0
NIFTYINFRA,2018-01-25,XX,0,2018-01-01,0,0,0,3636.75,3651.8,0,0,0,0
NIFTYINFRA,2018-02-22,XX,0,2018-01-01,0,0,0,3569.3,3670.3,0,0,0,0
NIFTYINFRA,2018-03-28,XX,0,2018-01-01,0,0,0,3662.6,3692.45,0,0,0,0
NIFTYIT,2018-01-25,XX,0,2018-01-01,11671,11671,11541,11557,11557,104,601.75,31900,-2000
NIFTYIT,2018-02-22,XX,0,2018-01-01,0,0,0,11280,11673,0,0,0,0
NIFTYIT,2018-03-28,XX,0,2018-01-01,0,0,0,11682,11744,0,0,0,0
NIFTYMID50,2018-01-25,XX,0,2018-01-01,0,0,0,5788.15,5555.5,0,0,514000,0
NIFTYMID50,2018-02-22,XX,0,2018-01-01,0,0,0,5289.3,5583.65,0,0,0,0
NIFTYMID50,2018-03-28,XX,0,2018-01-01,0,0,0,5588,5617.35,0,0,0,0
NIFTYPSE,2018-01-25,XX,0,2018-01-01,0,0,0,4478.55,4313.95,0,0,0,0
NIFTYPSE,2018-02-22,XX,0,2018-01-01,0,0,0,4297,4335.8,0,0,0,0
NIFTYPSE,2018-03-28,XX,0,2018-01-01,0,0,0,4378.2,4361.95,0,0,0,0
INDIAVIX,2018-01-02,XX,0,2018-01-01,0,0,0,1525.75,1337.5,0,0,0,0
INDIAVIX,2018-01-09,XX,0,2018-01-01,0,0,0,1219,1337.5,0,0,0,0
INDIAVIX,2018-01-16,XX,0,2018-01-01,0,0,0,1205.5,1337.5,0,0,0,0
ACC,2018-01-25,XX,0,2018-01-01,1768.5,1768.5,1735,1742,1742,1023,7168.13,1175600,12800
ACC,2018-02-22,XX,0,2018-01-01,1750.25,1746.4,1743.85,1746.45,1746.45,5,34.92,6400,-400
ACC,2018-03-28,XX,0,2018-01-01,0,0,0,1776.85,1757.9,0,0,0,0
ADANIENT,2018-01-25,XX,0,2018-01-01,170.8,166.8,165.65,166.7,166.7,3942,26561.94,23372000,-92000
ADANIENT,2018-02-22,XX,0,2018-01-01,171.5,167.8,167,167.3,167.3,38,257.66,152000,24000
ADANIENT,2018-03-28,XX,0,2018-01-01,0,0,0,167.95,168.6,0,0,0,0
ADANIPORTS,2018-01-25,XX,0,2018-01-01,407.55,405.6,400.8,402.3,402.3,1785,18038.11,11090000,385000
ADANIPORTS,2018-02-22,XX,0,2018-01-01,407.85,407.85,403.5,403.65,403.65,7,70.86,65000,7500
ADANIPORTS,2018-03-28,XX,0,2018-01-01,0,0,0,405.15,405.8,0,0,0,0
ADANIPOWER,2018-01-25,XX,0,2018-01-01,45.35,41.4,41.2,42.85,42.85,4902,42558.63,113840000,420000
ADANIPOWER,2018-02-22,XX,0,2018-01-01,45.45,41.8,41.5,43.1,43.1,58,504.66,900000,280000
ADANIPOWER,2018-03-28,XX,0,2018-01-01,0,0,0,41.4,43.25,0,0,0,0
AJANTPHARM,2018-01-25,XX,0,2018-01-01,1528.9,1498.85,1498.15,1503,1503,1271,9636.04,726500,22000
AJANTPHARM,2018-02-22,XX,0,2018-01-01,1530,1518.6,1513.1,1522,1507.6,5,38.05,6000,1000
AJANTPHARM,2018-03-28,XX,0,2018-01-01,0,0,0,1494.3,1516.7,0,0,0,0
ALBK,2018-01-25,XX,0,2018-01-01,74.9,74.15,73.6,74.15,74.15,414,3075.1,15930000,-30000
ALBK,2018-02-22,XX,0,2018-01-01,75,74.6,74.2,74.2,74.2,6,44.76,490000,20000
ALBK,2018-03-28,XX,0,2018-01-01,0,0,0,75.3,74.9,0,0,0,0
AMARAJABAT,2018-01-25,XX,0,2018-01-01,851.15,843.75,835.55,838.85,838.85,897,5305.29,1681400,5600
AMARAJABAT,2018-02-22,XX,0,2018-01-01,848.3,848,843,843,843,8,47.3,16800,1400
AMARAJABAT,2018-03-28,XX,0,2018-01-01,0,0,0,859.6,847.25,0,0,0,0
AMBUJACEM,2018-01-25,XX,0,2018-01-01,273.7,272.75,266.3,268.75,268.75,1248,8426.2,10665000,330000
AMBUJACEM,2018-02-22,XX,0,2018-01-01,272,272,268.1,268.95,268.95,9,60.66,65000,5000
AMBUJACEM,2018-03-28,XX,0,2018-01-01,0,0,0,276,272.2,0,0,0,0
ANDHRABANK,2018-01-25,XX,0,2018-01-01,59.3,58.45,58.45,58.75,58.75,456,2685.97,22650000,-160000
ANDHRABANK,2018-02-22,XX,0,2018-01-01,59.5,59.5,59,59.25,58.95,4,23.68,170000,10000
ANDHRABANK,2018-03-28,XX,0,2018-01-01,0,0,0,59.85,59.3,0,0,0,0
APOLLOHOSP,2018-01-25,XX,0,2018-01-01,1219.5,1216.3,1203.4,1207.5,1207.5,495,2999.64,876000,2000
APOLLOHOSP,2018-02-22,XX,0,2018-01-01,0,0,0,1201.2,1213.7,0,0,3000,0
APOLLOHOSP,2018-03-28,XX,0,2018-01-01,0,0,0,1252.1,1221,0,0,0,0
APOLLOTYRE,2018-01-25,XX,0,2018-01-01,274.25,268.6,268.15,270.2,270.2,2075,16875.38,9540000,18000
APOLLOTYRE,2018-02-22,XX,0,2018-01-01,275.35,272.45,270.2,271.7,271.7,12,97.96,111000,9000
APOLLOTYRE,2018-03-28,XX,0,2018-01-01,0,0,0,273.15,273,0,0,0,0
ARVIND,2018-01-25,XX,0,2018-01-01,455.8,453.4,446.25,447.9,447.9,1783,16059.7,6832000,-176000
ARVIND,2018-02-22,XX,0,2018-01-01,456.8,456.1,449,449.3,449.3,19,171.89,52000,18000
ARVIND,2018-03-28,XX,0,2018-01-01,0,0,0,454.85,452.8,0,0,0,0
ASHOKLEY,2018-01-25,XX,0,2018-01-01,122.9,120.3,118.8,119.25,119.25,4605,39050.68,64785000,833000
ASHOKLEY,2018-02-22,XX,0,2018-01-01,122.9,121.1,119.5,119.9,119.9,68,578.5,1008000,119000
ASHOKLEY,2018-03-28,XX,0,2018-01-01,0,0,0,119.6,120.5,0,0,0,0
ASIANPAINT,2018-01-25,XX,0,2018-01-01,1169,1168.95,1146.05,1151.55,1151.55,1701,11814.78,3396600,8400
ASIANPAINT,2018-02-22,XX,0,2018-01-01,1165,1165,1165,1165,1154.25,1,6.99,17400,0
ASIANPAINT,2018-03-28,XX,0,2018-01-01,0,0,0,1162.85,1161.2,0,0,0,0
AUROPHARMA,2018-01-25,XX,0,2018-01-01,703,694.75,685.7,688.9,688.9,5482,30501.45,22541600,192800
AUROPHARMA,2018-02-22,XX,0,2018-01-01,705,702.2,690.4,692.45,692.45,45,251.76,93600,6400
AUROPHARMA,2018-03-28,XX,0,2018-01-01,708.2,698.25,698.25,708.2,694.45,2,11.25,21600,0
AXISBANK,2018-01-25,XX,0,2018-01-01,571.75,563.5,562.5,566.6,566.6,12667,86138.08,44943600,-1856400
AXISBANK,2018-02-22,XX,0,2018-01-01,573.65,569,565.45,569.7,569.7,100,682.98,372000,25200
AXISBANK,2018-03-28,XX,0,2018-01-01,574,574,574,574,574,1,6.88,1200,0
BAJAJ-AUTO,2018-01-25,XX,0,2018-01-01,3335.7,3333,3299.1,3312.4,3312.4,1889,15668.36,1869750,7000
BAJAJ-AUTO,2018-02-22,XX,0,2018-01-01,0,0,0,3353.85,3319.7,0,0,4250,0
BAJAJ-AUTO,2018-03-28,XX,0,2018-01-01,0,0,0,3348.25,3339.7,0,0,0,0
BAJAJFINSV,2018-01-25,XX,0,2018-01-01,5335,5257.7,5180,5206.8,5206.8,609,4000.52,643625,6250
BAJAJFINSV,2018-02-22,XX,0,2018-01-01,5240.05,5240.05,5223,5234.3,5234.3,3,19.62,4250,375
BAJAJFINSV,2018-03-28,XX,0,2018-01-01,0,0,0,5391.25,5251.2,0,0,0,0
BAJFINANCE,2018-01-25,XX,0,2018-01-01,1765,1762.95,1733.25,1738.55,1738.55,2605,22767.81,5514500,192500
BAJFINANCE,2018-02-22,XX,0,2018-01-01,1765.05,1763.45,1744,1748.05,1748.05,42,368.58,24500,500
BAJFINANCE,2018-03-28,XX,0,2018-01-01,0,0,0,1783.45,1752.15,0,0,0,0
BALKRISIND,2018-01-25,XX,0,2018-01-01,1216.45,1199.15,1189,1203.25,1203.25,945,9096.75,1168000,1600
BALKRISIND,2018-02-22,XX,0,2018-01-01,0,0,0,2408.2,1206.5,0,0,4000,0
BALKRISIND,2018-03-28,XX,0,2018-01-01,0,0,0,1213.7,1213.8,0,0,0,0
BALRAMCHIN,2018-01-25,XX,0,2018-01-01,138.55,134.6,133.1,136.15,136.15,1878,8952.25,17010000,273000
BALRAMCHIN,2018-02-22,XX,0,2018-01-01,137.9,136.7,133.65,136.8,136.55,14,66.71,115500,0
BALRAMCHIN,2018-03-28,XX,0,2018-01-01,0,0,0,132.9,137.4,0,0,0,0
BANKBARODA,2018-01-25,XX,0,2018-01-01,164.9,161.6,161.25,162.6,162.6,4042,26442.39,62112000,1416000
BANKBARODA,2018-02-22,XX,0,2018-01-01,165.3,162.95,162.95,163.55,163.55,35,229.72,472000,44000
BANKBARODA,2018-03-28,XX,0,2018-01-01,0,0,0,165.4,164,0,0,0,0
BANKINDIA,2018-01-25,XX,0,2018-01-01,175.6,175.25,169.7,170.75,170.75,2549,26441.81,17814000,6000
BANKINDIA,2018-02-22,XX,0,2018-01-01,175.65,174.55,171,171,171,9,94.17,162000,18000
BANKINDIA,2018-03-28,XX,0,2018-01-01,0,0,0,172.5,172.55,0,0,0,0
BATAINDIA,2018-01-25,XX,0,2018-01-01,761.55,748.85,748.85,758.25,758.25,1013,8441.89,1645600,-73700
BATAINDIA,2018-02-22,XX,0,2018-01-01,765.65,755.1,755.1,765.65,762.3,5,41.71,11000,5500
BATAINDIA,2018-03-28,XX,0,2018-01-01,0,0,0,754.45,766.9,0,0,0,0
BEL,2018-01-25,XX,0,2018-01-01,184.9,183.35,182.3,182.65,182.65,908,8250.55,20765250,1074150
BEL,2018-02-22,XX,0,2018-01-01,184.9,184.25,182.45,182.85,182.85,17,154.3,247500,59400
BEL,2018-03-28,XX,0,2018-01-01,0,0,0,184.5,184.25,0,0,0,0
BEML,2018-01-25,XX,0,2018-01-01,1633.45,1622.6,1597.65,1605.3,1605.3,1318,6386.23,2211600,-14400
BEML,2018-02-22,XX,0,2018-01-01,1632.7,1621.05,1609.95,1613.15,1613.15,22,106.98,10800,900
BEML,2018-03-28,XX,0,2018-01-01,0,0,0,1613.85,1623.25,0,0,0,0
BERGEPAINT,2018-01-25,XX,0,2018-01-01,280.05,274.8,268.8,270.25,270.25,1115,6743.33,2008600,132000
BERGEPAINT,2018-02-22,XX,0,2018-01-01,276.15,276.15,273,273,271.4,4,24.13,11000,4400
BERGEPAINT,2018-03-28,XX,0,2018-01-01,0,0,0,264.75,273.05,0,0,0,0
BHARATFIN,2018-01-25,XX,0,2018-01-01,1004.6,1001,990.65,992.95,992.95,754,7528.87,9033000,-26000
BHARATFIN,2018-02-22,XX,0,2018-01-01,1008.2,1008.2,998,998.05,998.05,5,50.1,13000,1000
BHARATFIN,2018-03-28,XX,0,2018-01-01,0,0,0,1010.65,1005.6,0,0,0,0
BHARATFORG,2018-01-25,XX,0,2018-01-01,736.8,732.1,725.5,727.85,727.85,1140,10031.36,5713200,21600
BHARATFORG,2018-02-22,XX,0,2018-01-01,731,731,728.5,729.8,729.8,3,26.27,22800,0
BHARATFORG,2018-03-28,XX,0,2018-01-01,0,0,0,743.8,734.1,0,0,0,0
BHARTIARTL,2018-01-25,XX,0,2018-01-01,541.35,533.7,528.85,531.1,531.1,4761,43323.37,33143200,-528700
BHARTIARTL,2018-02-22,XX,0,2018-01-01,542.85,533.9,532,533.7,533.7,45,410.63,2653700,-1700
BHARTIARTL,2018-03-28,XX,0,2018-01-01,0,0,0,539.95,536,0,0,0,0
BHEL,2018-01-25,XX,0,2018-01-01,96.85,92.85,92.8,95.45,95.45,5878,41977.08,57097500,-577500
BHEL,2018-02-22,XX,0,2018-01-01,96.9,93.4,93.4,95.55,95.55,44,313.66,990000,-7500
BHEL,2018-03-28,XX,0,2018-01-01,95.5,95.5,95.5,95.5,95.5,1,7.16,15000,7500
BIOCON,2018-01-25,XX,0,2018-01-01,547.5,542.35,537.5,539.45,539.45,1448,14149.69,8362800,75600
BIOCON,2018-02-22,XX,0,2018-01-01,546,544,538,538,538,11,107.51,79200,-5400
BIOCON,2018-03-28,XX,0,2018-01-01,0,0,0,548.95,546.25,0,0,0,0
BOSCHLTD,2018-01-25,XX,0,2018-01-01,20250,20110,19854.2,19940.9,19940.9,833,4170.25,127625,2350
BOSCHLTD,2018-02-22,XX,0,2018-01-01,20000,20000,20000,20000,20000,1,5,325,25
BOSCHLTD,2018-03-28,XX,0,2018-01-01,0,0,0,20395.9,20095.45,0,0,0,0
BPCL,2018-01-25,XX,0,2018-01-01,519.55,513.95,510,510.8,510.8,1796,16594.94,8362800,14400
BPCL,2018-02-22,XX,0,2018-01-01,516,514,506,506.05,506.05,13,119.22,118800,14400
BPCL,2018-03-28,XX,0,2018-01-01,510,510,510,510,516.4,1,9.18,1800,1800
BRITANNIA,2018-01-25,XX,0,2018-01-01,4789.9,4768.6,4741.15,4754.55,4754.55,801,7637.54,1062800,-21200
BRITANNIA,2018-02-22,XX,0,2018-01-01,4778.15,4774.75,4774.25,4778.15,4778.15,4,38.21,1800,200
BRITANNIA,2018-03-28,XX,0,2018-01-01,0,0,0,4741.2,4810.95,0,0,0,0
CADILAHC,2018-01-25,XX,0,2018-01-01,440.45,437.85,432.45,434.35,434.35,999,6990.8,6492800,-216000
CADILAHC,2018-02-22,XX,0,2018-01-01,442.4,441.3,435,436.4,436.4,13,91.23,36800,6400
CADILAHC,2018-03-28,XX,0,2018-01-01,0,0,0,430.7,439.2,0,0,0,0
CANBK,2018-01-25,XX,0,2018-01-01,368.05,362.35,361.2,362.75,362.75,2674,15581.65,11524800,-11200
CANBK,2018-02-22,XX,0,2018-01-01,368,365.15,363,363,363,25,145.95,67200,8000
CANBK,2018-03-28,XX,0,2018-01-01,0,0,0,366.55,366.25,0,0,0,0
CANFINHOME,2018-01-25,XX,0,2018-01-01,487.4,475.6,475.6,479.35,479.35,1563,9427.66,5515000,-187500
CANFINHOME,2018-02-22,XX,0,2018-01-01,486.25,481.35,480,480.05,480.05,14,84.62,30000,11250
CANFINHOME,2018-03-28,XX,0,2018-01-01,0,0,0,482.45,484.75,0,0,0,0
CAPF,2018-01-25,XX,0,2018-01-01,706.4,697,697,699.3,699.3,603,3388.92,4380000,23200
CAPF,2018-02-22,XX,0,2018-01-01,0,0,0,700.3,701.35,0,0,13600,0
CAPF,2018-03-28,XX,0,2018-01-01,0,0,0,700.45,705.6,0,0,0,0
CASTROLIND,2018-01-25,XX,0,2018-01-01,195.55,195.15,192.55,193,193,495,2684.13,17494400,280000
CASTROLIND,2018-02-22,XX,0,2018-01-01,195.5,195.5,193.7,193.8,193.8,15,81.71,67200,16800
CASTROLIND,2018-03-28,XX,0,2018-01-01,0,0,0,196.25,194.7,0,0,0,0
CEATLTD,2018-01-25,XX,0,2018-01-01,1987.55,1963.5,1941.9,1955.55,1955.55,2675,18409.8,1045450,-15050
CEATLTD,2018-02-22,XX,0,2018-01-01,1987,1970.8,1954,1960.05,1960.05,15,103.46,12250,-350
CEATLTD,2018-03-28,XX,0,2018-01-01,0,0,0,1977.8,1973.55,0,0,0,0
CENTURYTEX,2018-01-25,XX,0,2018-01-01,1453.75,1443.45,1420.1,1425.85,1425.85,2490,19718.93,7161550,8800
CENTURYTEX,2018-02-22,XX,0,2018-01-01,1458.05,1440,1430.95,1434.15,1434.15,29,230.33,13200,7700
CENTURYTEX,2018-03-28,XX,0,2018-01-01,0,0,0,1445.9,1438.8,0,0,0,0
CESC,2018-01-25,XX,0,2018-01-01,1086.15,1056.05,1056.05,1070.6,1070.6,4078,24086.94,4832850,93500
CESC,2018-02-22,XX,0,2018-01-01,1089,1085,1070.75,1074.4,1074.4,13,77.05,90200,550
CESC,2018-03-28,XX,0,2018-01-01,1075,1075,1075,1075,1080.35,1,5.91,550,550
CGPOWER,2018-01-25,XX,0,2018-01-01,95.7,93.2,92.1,92.95,92.95,1684,19021.48,31920000,456000
CGPOWER,2018-02-22,XX,0,2018-01-01,95.9,93.4,93,93.25,93.25,17,192.15,276000,12000
CGPOWER,2018-03-28,XX,0,2018-01-01,0,0,0,93.95,94.25,0,0,0,0
CHENNPETRO,2018-01-25,XX,0,2018-01-01,438.8,429.8,428.2,434.85,434.85,596,3886.81,2358000,37500
CHENNPETRO,2018-02-22,XX,0,2018-01-01,0,0,0,439.7,435.9,0,0,3000,0
CHENNPETRO,2018-03-28,XX,0,2018-01-01,0,0,0,434.6,438.55,0,0,0,0
CHOLAFIN,2018-01-25,XX,0,2018-01-01,1347,1308.4,1297.55,1321.95,1321.95,1059,7020.96,520500,11500
CHOLAFIN,2018-02-22,XX,0,2018-01-01,0,0,0,1300.45,1330.05,0,0,500,0
CHOLAFIN,2018-03-28,XX,0,2018-01-01,0,0,0,1308.2,1338.1,0,0,0,0
CIPLA,2018-01-25,XX,0,2018-01-01,620,608.05,608.05,616.5,616.5,1792,11030.03,7570000,111000
CIPLA,2018-02-22,XX,0,2018-01-01,620.15,611.8,611.8,616.9,616.9,10,61.56,35000,8000
CIPLA,2018-03-28,XX,0,2018-01-01,0,0,0,615.85,620.9,0,0,0,0
COALINDIA,2018-01-25,XX,0,2018-01-01,267.75,264.25,263.1,266.75,266.75,2671,15629.83,20266400,-523600
COALINDIA,2018-02-22,XX,0,2018-01-01,266,263.65,262.15,264.85,264.85,117,679.8,875600,-37400
COALINDIA,2018-03-28,XX,0,2018-01-01,258.4,258,255,258.1,270.75,63,355.65,213400,88000
COLPAL,2018-01-25,XX,0,2018-01-01,1116.9,1101.45,1094,1099.05,1099.05,973,7538.11,1009400,-50400
COLPAL,2018-02-22,XX,0,2018-01-01,1101.45,1095.25,1095.25,1098.35,1098.35,2,15.37,700,700
COLPAL,2018-03-28,XX,0,2018-01-01,0,0,0,1103.2,1119.55,0,0,0,0
CONCOR,2018-01-25,XX,0,2018-01-01,1397,1397,1372.6,1376.15,1376.15,347,2995.57,1006250,10000
CONCOR,2018-02-22,XX,0,2018-01-01,1389.95,1383,1382.95,1389.9,1383.45,15,129.74,9375,8125
CONCOR,2018-03-28,XX,0,2018-01-01,0,0,0,1397.8,1391.8,0,0,0,0
CUMMINSIND,2018-01-25,XX,0,2018-01-01,931,914.2,912.55,917.6,917.6,888,4920.3,611400,-20400
CUMMINSIND,2018-02-22,XX,0,2018-01-01,935.9,933.15,912.9,914.75,914.75,11,60.87,1800,1200
CUMMINSIND,2018-03-28,XX,0,2018-01-01,0,0,0,927.8,927.05,0,0,0,0
DABUR,2018-01-25,XX,0,2018-01-01,353.1,349.3,348.7,351.1,351.1,442,3883.32,10890000,2500
DABUR,2018-02-22,XX,0,2018-01-01,353.5,352.5,352.5,353,353,6,52.95,17500,-2500
DABUR,2018-03-28,XX,0,2018-01-01,0,0,0,350.35,354.35,0,0,0,0
DALMIABHA,2018-01-25,XX,0,2018-01-01,3233,3217.95,3196.6,3210.55,3210.55,176,1696.8,577800,0
DALMIABHA,2018-02-22,XX,0,2018-01-01,0,0,0,3270,3223.4,0,0,300,0
DALMIABHA,2018-03-28,XX,0,2018-01-01,0,0,0,3275.25,3242.85,0,0,0,0
DCBBANK,2018-01-25,XX,0,2018-01-01,203.7,196.95,195.5,198.6,198.6,1097,9858.06,6349500,-45000
DCBBANK,2018-02-22,XX,0,2018-01-01,204,200.05,198.15,198.15,198.15,8,72.65,9000,-4500
DCBBANK,2018-03-28,XX,0,2018-01-01,0,0,0,196.75,200.95,0,0,0,0
DHFL,2018-01-25,XX,0,2018-01-01,604.4,587.35,586.8,594.1,594.1,4132,37038.52,28261500,345000
DHFL,2018-02-22,XX,0,2018-01-01,605.95,592.75,592.75,596.75,596.75,27,243.27,42000,7500
DHFL,2018-03-28,XX,0,2018-01-01,595.45,595.45,595.45,595.45,595.45,1,8.93,1500,1500
DISHTV,2018-01-25,XX,0,2018-01-01,83.1,82.4,81.6,82,82,852,4909.95,38927000,119000
DISHTV,2018-02-22,XX,0,2018-01-01,83.2,82.5,82.15,82.3,82.3,13,75.15,196000,63000
DISHTV,2018-03-28,XX,0,2018-01-01,0,0,0,82.9,82.95,0,0,0,0
DIVISLAB,2018-01-25,XX,0,2018-01-01,1122.55,1098.3,1098.25,1106.75,1106.75,1400,12468.66,2840000,96800
DIVISLAB,2018-02-22,XX,0,2018-01-01,1126,1121.95,1109,1109.35,1109.35,37,332.13,46400,4000
DIVISLAB,2018-03-28,XX,0,2018-01-01,0,0,0,1132.2,1115.95,0,0,0,0
DLF,2018-01-25,XX,0,2018-01-01,264,259.8,256.3,258.05,258.05,5028,65599.2,43085000,225000
DLF,2018-02-22,XX,0,2018-01-01,264.05,261.8,258,259.55,259.55,39,510.09,295000,50000
DLF,2018-03-28,XX,0,2018-01-01,263.25,263.25,263.25,263.25,260.65,1,13.16,20000,5000
DRREDDY,2018-01-25,XX,0,2018-01-01,2449,2422.3,2412.05,2420.8,2420.8,1905,11573.04,4214750,46500
DRREDDY,2018-02-22,XX,0,2018-01-01,2457.35,2440.5,2428.35,2435.2,2435.2,17,103.77,20750,1250
DRREDDY,2018-03-28,XX,0,2018-01-01,0,0,0,2450,2441.05,0,0,250,0
EICHERMOT,2018-01-25,XX,0,2018-01-01,30586.75,30550.05,30050,30102.45,30102.45,1461,11034.89,168525,2100
EICHERMOT,2018-02-22,XX,0,2018-01-01,30649,30649,30200.05,30225.05,30225.05,16,121.48,500,175
EICHERMOT,2018-03-28,XX,0,2018-01-01,0,0,0,30312.95,30351.65,0,0,0,0
ENGINERSIN,2018-01-25,XX,0,2018-01-01,201.3,200.35,196.55,197.2,197.2,885,6159.99,11700500,7000
ENGINERSIN,2018-02-22,XX,0,2018-01-01,201.3,201,198,198.1,198.1,15,104.73,84000,45500
ENGINERSIN,2018-03-28,XX,0,2018-01-01,0,0,0,202.25,199.05,0,0,0,0
EQUITAS,2018-01-25,XX,0,2018-01-01,152.2,149.7,147.25,148.25,148.25,1653,7942.05,19267200,156800
EQUITAS,2018-02-22,XX,0,2018-01-01,151.95,151.95,148,148.85,148.85,10,47.91,76800,0
EQUITAS,2018-03-28,XX,0,2018-01-01,0,0,0,151.05,149.8,0,0,0,0
ESCORTS,2018-01-25,XX,0,2018-01-01,799.8,787.85,775,778.2,778.2,4444,38568.54,3822500,53900
ESCORTS,2018-02-22,XX,0,2018-01-01,800,792.05,778.7,781.7,781.7,32,278.31,38500,7700
ESCORTS,2018-03-28,XX,0,2018-01-01,0,0,0,784.6,786.25,0,0,0,0
EXIDEIND,2018-01-25,XX,0,2018-01-01,224.6,223.2,220.6,221.15,221.15,739,6580.38,13504000,196000
EXIDEIND,2018-02-22,XX,0,2018-01-01,0,0,0,226.55,221.8,0,0,48000,0
EXIDEIND,2018-03-28,XX,0,2018-01-01,0,0,0,222.55,223.15,0,0,0,0
FEDERALBNK,2018-01-25,XX,0,2018-01-01,110.4,109.8,108.55,109.05,109.05,1414,8525.28,71896000,-170500
FEDERALBNK,2018-02-22,XX,0,2018-01-01,111,110.1,109.25,109.7,109.7,55,333.32,649000,77000
FEDERALBNK,2018-03-28,XX,0,2018-01-01,0,0,0,110.8,110.4,0,0,0,0
FORTIS,2018-01-25,XX,0,2018-01-01,164.3,161.5,157.2,158.25,158.25,1538,8675.78,50732500,535500
FORTIS,2018-02-22,XX,0,2018-01-01,163.45,163.4,158.35,158.8,158.8,24,135.51,126000,42000
FORTIS,2018-03-28,XX,0,2018-01-01,162,162,162,162,159.85,1,5.67,3500,3500
GAIL,2018-01-25,XX,0,2018-01-01,504.9,500.1,498.2,500.7,500.7,1809,18146.54,13290000,104000
GAIL,2018-02-22,XX,0,2018-01-01,501.5,496,496,497.65,497.65,16,159.66,134000,10000
GAIL,2018-03-28,XX,0,2018-01-01,0,0,0,519.45,506.3,0,0,0,0
GLENMARK,2018-01-25,XX,0,2018-01-01,607,600.05,596.05,597.75,597.75,1599,8656.39,7499700,-92700
GLENMARK,2018-02-22,XX,0,2018-01-01,610,604.9,600,601.1,601.1,23,125.16,73800,12600
GLENMARK,2018-03-28,XX,0,2018-01-01,0,0,0,601.3,605.25,0,0,0,0
GMRINFRA,2018-01-25,XX,0,2018-01-01,23.7,22.8,22.25,22.4,22.4,4090,42266.16,339570000,2115000
GMRINFRA,2018-02-22,XX,0,2018-01-01,23.75,23.1,22.35,22.5,22.5,34,352.62,3285000,225000
GMRINFRA,2018-03-28,XX,0,2018-01-01,24,22.7,22.7,23.3,22.65,6,62.75,450000,225000
GODFRYPHLP,2018-01-25,XX,0,2018-01-01,1001.1,992.25,986.15,991.75,991.75,126,626.33,678500,-2500
GODFRYPHLP,2018-02-22,XX,0,2018-01-01,0,0,0,1006,998.45,0,0,2000,0
GODFRYPHLP,2018-03-28,XX,0,2018-01-01,0,0,0,1003.6,1004.5,0,0,0,0
GODREJCP,2018-01-25,XX,0,2018-01-01,1007.45,1006.1,988.4,991.5,991.5,440,3521.22,1927200,-9600
GODREJCP,2018-02-22,XX,0,2018-01-01,997.1,997.1,994.65,996.3,996.3,3,23.91,2400,800
GODREJCP,2018-03-28,XX,0,2018-01-01,0,0,0,1000.35,1001.4,0,0,0,0
GODREJIND,2018-01-25,XX,0,2018-01-01,618,606.5,604.3,606.8,606.8,594,5458.22,2191500,4500
GODREJIND,2018-02-22,XX,0,2018-01-01,610.35,610.35,610.25,610.3,610.3,2,18.3,3000,3000
GODREJIND,2018-03-28,XX,0,2018-01-01,0,0,0,612.35,611.5,0,0,0,0
GRANULES,2018-01-25,XX,0,2018-01-01,139.85,138.1,136.65,137.85,137.85,486,3371.25,16885000,-190000
GRANULES,2018-02-22,XX,0,2018-01-01,140.3,140.3,137.9,137.9,137.9,2,13.91,70000,0
GRANULES,2018-03-28,XX,0,2018-01-01,0,0,0,138.95,139.6,0,0,0,0
